route_id,route_short_name,route_long_name,avg_headway_min,headway_std,peak_trip_count,stops_served,headway_score,variability_score,crowding_risk_score,risk_rank
6,100,Hinjawadi Maan Phase 3 to Ma Na Pa Dengle Pul Nadikathi (UP),31.476,85.30593828383336,34,52,0.04555921419921641,0.3112669508746369,0.12527153520184256,344
1009,87,Sutarwadi Depot to Deccan Gymkhana (UP),120.0,0.0,1,23,0.1786965151225895,0.0,0.12508756058581263,345
890,55,Shanipar Stand to Suncity (UP),120.0,0.0,1,15,0.1786965151225895,0.0,0.12508756058581263,346
286,175,Shaniwarwada Stand to Hadapsar Gadital (DOWN),120.0,0.0,1,29,0.1786965151225895,0.0,0.12508756058581263,347
222,159,Ma Na Pa Shramik Bhavan to Talegaon Dhamdhere Bazar (DOWN),31.40920554854981,84.50744064304175,44,65,0.045458757453218306,0.3083533679409046,0.12432714059952418,348
221,159,Talegaon Dhamdhere Bazar to Ma Na Pa Shramik Bhavan (UP),29.96954933008526,85.58433936952373,34,67,0.0432935599566759,0.31228278938255766,0.12399032878444041,349
667,331,Bhosari Gavhane Vasti to Pimple Saudagar (DOWN),31.017543859649123,83.66365650740961,28,35,0.04486971063952567,0.3052745422415643,0.12299116012013725,350
607,315,Bhosari Pmt Chowk to Pune Station Sassoon Road (UP),30.860113421550096,83.45097698573453,32,43,0.04463294023136869,0.30449851061285144,0.12259261134581351,351
61,119,Ma Na Pa Daphale Garage to Alandi (DOWN),30.906515580736542,83.17102511544941,32,43,0.04470272761367292,0.3034770135540492,0.1223350133957858,352
57,118,Swargate Natraj Stand to Vadgaon Budruk Stand (DOWN),30.33264033264033,83.35287409495321,30,19,0.043839637360201994,0.3041405497451814,0.12192991107569581,353
906,61,Sarola to Balaji Nagar Corner Satara Road (UP),74.76923076923077,40.06275125926249,3,55,0.11067086632596296,0.14618220816736424,0.12132426887838332,354
7,100,Ma Na Pa Dengle Pul Nadikhathi to Hinjawadi Maan Phase 3 (DOWN),29.716039907904836,83.3044263293181,36,51,0.04291228979007989,0.3039637720367439,0.12122773446407908,355
552,2,Swargate to Shivaji Nagar (DOWN),27.83108108108108,84.30203073843427,28,11,0.040077371230649646,0.30760386191620226,0.12033531843631542,356
495,276,Ganpati Matha to Chinchwadgaon Aundh Road / Chinchwadgaon (DOWN),29.90580847723705,81.64014258078302,35,50,0.043197695726560174,0.2978910819260848,0.11960571158641756,357
297,17,Narhegaon to Shivaji Nagar (UP),29.442857142857143,81.97222826831184,31,41,0.04250143153698204,0.2991028064726489,0.11948184401768211,358
213,158,Pride World City Lohegaon to Ma Na Pa Dengle Pul Nadikathi (UP),29.158576051779935,82.08437218456062,33,36,0.04207388175195684,0.2995120006691157,0.1193053174271045,359
608,315,Pune Station Sassoon Road to Bhosari Pmt Chowk (DOWN),29.595375722543352,81.63753212641177,35,40,0.04273081466517426,0.29788155681928824,0.11927603731140846,360
541,299,Gujarwadi Pmt Bus Stand to Bhosari Terminal (DOWN),29.666666666666668,81.38520031854405,36,53,0.04283803399417947,0.29696084070006173,0.11907487600594416,361
39,114,Ma Na Pa Main Gate to Bajirao Padale Chowk Mhalunge (DOWN),29.33996383363472,81.55290414940664,31,43,0.042346683248687934,0.29757276363453444,0.11891450736444188,362
540,299,Bhosari Terminal to Gujarwadi Pmt Bus Stand (UP),29.14388489208633,80.98334283314199,37,53,0.04205178671163962,0.2954945306554894,0.11808460989479455,363
38,114,Bajirao Padale Chowk Mhalunge to Ma Na Pa Main Gate (UP),28.8135593220339,81.26275742646234,34,43,0.041554987484054395,0.29651406728145474,0.1180427114232745,364
214,158,Ma Na Pa Dengle Pul Nadikhathi to Pride World City Lohegaon (DOWN),28.654906284454245,80.99995220931078,33,34,0.04131637832488118,0.2955551354619073,0.11758800546598902,365
843,42,Gujarwadi Pmt Bus Stand to Nigdi Bhakti Shakti (DOWN),59.85507246376812,50.05123121313355,5,36,0.08824044313752587,0.18262848332313605,0.11655685519320892,366
179,149,Hadapsar Gadital to Nigdi Bhakti Shakti Stand (DOWN),27.5604670558799,80.44406046250396,48,87,0.039670376281174986,0.29352678043146124,0.11582729752626086,367
571,304,Bhosari Gavhane Vasti to Chinchwadgaon (UP),27.68075639599555,79.94910252484051,32,33,0.039851287650666326,0.29172076257189455,0.11541213012703479,368
572,304,Chinchwadgaon to Bhosari Gavhane Vasti (DOWN),28.08651026392962,79.33763882146783,33,25,0.04046152865667555,0.2894896348643948,0.11516996051899131,369
891,55,Suncity to Shanipar Stand (DOWN),110.0,0.0,1,18,0.16365683086483193,0.0,0.11455978160538234,370
767,362,Alandi to Ycm Hospital (DOWN),110.0,0.0,1,15,0.16365683086483193,0.0,0.11455978160538234,371
836,38,Dhankawadi to Na Ta Wadi (DOWN),110.0,0.0,1,23,0.16365683086483193,0.0,0.11455978160538234,372
588,309,Alandi to Sant Tukaram Maharaj Krida Sankul Dehugaon (DOWN),26.927570093457945,79.21258168651292,35,46,0.03871851923292298,0.2890333225153879,0.11381296021766245,373
557,301,Shewalewadi Depot to Katraj (UP),26.718889883616832,77.88305572240353,39,39,0.03840467078623769,0.284182106981247,0.11213790164474048,374
13,103,Katraj to Kothrud Depot (DOWN),26.82046138415246,77.63976167505666,36,35,0.03855743111600193,0.28329436812265035,0.11197851221799646,375
10,103,Kothrud Depot to Katraj (UP),26.4726368159204,77.90950477173713,33,35,0.03803431394767183,0.2842786150919979,0.11190760429096966,376
298,17,Shivaji Nagar to Narhegaon (DOWN),27.042572463768117,77.32418128221482,36,39,0.03889147916675885,0.2821428686067683,0.11186689599876168,377
513,291,Katraj Kondhwa Road to Hadapsar Gadital (DOWN),26.764418377321604,77.34646571207789,36,36,0.03847314420324279,0.28222418072495137,0.11159845515975536,378
551,2,Shivaji Nagar to Swargate (UP),26.744479495268138,76.7944878452544,32,11,0.03844315675418911,0.28021010678106284,0.11097324176225123,379
587,309,Sant Tukaram Maharaj Krida Sankul Dehugaon to Alandi (UP),25.98815692079941,77.09400615847831,38,46,0.03730567148248671,0.28130299848314017,0.11050486958268274,380
